,entrez,symbol,gene.name,logFC,logCPM,F,PValue,FDR
ENSMUSG00000067916,666532,Zfp991,zinc finger protein 991,-0.612346685,3.656081018,7.758389496,0.007824453,0.134288584
ENSMUSG00000020180,67332,Snrpd3,small nuclear ribonucleoprotein D3,0.529114614,5.224635024,7.760366416,0.007855765,0.134377131
ENSMUSG00000031590,14300,Frg1,FSHD region gene 1,0.481850411,4.607479722,7.748043992,0.007862608,0.134377131
ENSMUSG00000034382,224833,AI661453,expressed sequence AI661453,0.485481864,3.467996692,7.746836282,0.007867075,0.134377131
ENSMUSG00000112129,68371,Pbld1,phenazine biosynthesis-like protein domain containing 1,0.341272405,6.516120847,7.733230467,0.007917586,0.134904519
ENSMUSG00000000290,16414,Itgb2,integrin beta 2,-0.986209078,2.512875257,7.738023254,0.007934933,0.134904519
ENSMUSG00000089824,75710,Rbm12,RNA binding motif protein 12,0.683113679,2.509399337,7.728411057,0.00793556,0.134904519
ENSMUSG00000030122,69202,Ptms,parathymosin,0.346481768,7.962138876,7.718287398,0.007973458,0.135334992
ENSMUSG00000022462,67760,Slc38a2,"solute carrier family 38, member 2",0.367899982,6.342072614,7.698666778,0.008047458,0.136306991
ENSMUSG00000063362,207958,Alg11,"asparagine-linked glycosylation 11 (alpha-1,2-mannosyltransferase)",0.400353814,4.748636534,7.696398841,0.008056059,0.136306991
ENSMUSG00000025875,74257,Tspan17,tetraspanin 17,-0.976299936,1.577686607,7.683962698,0.008103393,0.136833792
ENSMUSG00000025785,66446,Exosc7,exosome component 7,-0.421807389,4.722789132,7.680301967,0.008117383,0.136833792
ENSMUSG00000038415,15220,Foxq1,forkhead box Q1,1.125033439,4.988441883,7.840017608,0.008134193,0.136833792
ENSMUSG00000047735,209086,Samd9l,sterile alpha motif domain containing 9-like,-0.655481191,3.64986667,7.672033642,0.008149076,0.136833792
ENSMUSG00000028995,84652,Fam126a,"family with sequence similarity 126, member A",-0.527061595,4.329139578,7.667704764,0.008165722,0.136833792
ENSMUSG00000017670,140579,Elmo2,engulfment and cell motility 2,-0.695438701,2.293787127,7.664995484,0.008176158,0.136833792
ENSMUSG00000038079,381259,Tmem237,transmembrane protein 237,-0.654313788,2.671874141,7.656355364,0.008209534,0.136833792
ENSMUSG00000018774,12514,Cd68,CD68 antigen,-0.916029464,3.475042511,7.720990261,0.008219481,0.136833792
ENSMUSG00000053329,28295,Gatd3a,glutamine amidotransferase like class 1 domain containing 3A,-0.336862325,6.815479786,7.652839692,0.008223156,0.136833792
ENSMUSG00000024383,26405,Map3k2,mitogen-activated protein kinase kinase kinase 2,0.392597728,4.768263561,7.651511608,0.008228308,0.136833792
ENSMUSG00000020776,217335,Fbf1,Fas (TNFRSF6) binding factor 1,-0.780905178,3.379214192,7.670660333,0.008238577,0.136833792
ENSMUSG00000030086,66098,Chchd6,coiled-coil-helix-coiled-coil-helix domain containing 6,-0.697992331,2.352005484,7.648557143,0.008239782,0.136833792
ENSMUSG00000043421,69573,Hilpda,hypoxia inducible lipid droplet associated,-0.684731945,2.972320103,7.635116756,0.008292195,0.13736763
ENSMUSG00000053604,19895,Rpia,ribose 5-phosphate isomerase A,-0.669931395,2.441821917,7.633696836,0.008297753,0.13736763
ENSMUSG00000026542,20219,Apcs,serum amyloid P-component,-0.478504016,5.956424561,7.630514121,0.008310225,0.13736763
ENSMUSG00000002870,17216,Mcm2,minichromosome maintenance complex component 2,-0.864098604,1.985396594,7.620953425,0.00834781,0.137777279
ENSMUSG00000038387,20130,Rras,related RAS viral (r-ras) oncogene,-0.466996544,4.941560013,7.613566659,0.008376973,0.137993777
ENSMUSG00000024604,66810,Rbm22,RNA binding motif protein 22,0.373561401,3.829179364,7.611140711,0.008386575,0.137993777
ENSMUSG00000026615,107508,Eprs,glutamyl-prolyl-tRNA synthetase,0.299553921,6.951185102,7.602027546,0.008422747,0.138230941
ENSMUSG00000029174,57915,Tbc1d1,"TBC1 domain family, member 1",-0.829024884,2.264990111,7.599671429,0.008432126,0.138230941
ENSMUSG00000075706,625249,Gpx4,glutathione peroxidase 4,-0.54696452,7.947327593,7.637674457,0.008445052,0.138230941
ENSMUSG00000079037,19122,Prnp,prion protein,-0.404620672,5.291183542,7.594595268,0.008452371,0.138230941
ENSMUSG00000079429,100040766,Mroh2a,maestro heat-like repeat family member 2A,-1.003253608,1.05747602,7.589368435,0.00847327,0.138277607
ENSMUSG00000006398,107995,Cdc20,cell division cycle 20,-1.677092628,1.648139096,7.643998212,0.008480924,0.138277607
ENSMUSG00000002769,14711,Gnmt,glycine N-methyltransferase,0.527829311,10.86951201,7.584763664,0.008520828,0.138597671
ENSMUSG00000024423,16210,Impact,"impact, RWD domain protein",-0.576308641,3.413029596,7.573762722,0.008535997,0.138597671
ENSMUSG00000022237,67434,Ankrd33b,ankyrin repeat domain 33B,0.714297845,3.19134097,7.570985072,0.008547213,0.138597671
ENSMUSG00000021457,20963,Syk,spleen tyrosine kinase,-1.049623506,1.852795714,7.567067039,0.008563061,0.138597671
ENSMUSG00000010651,235674,Acaa1b,acetyl-Coenzyme A acyltransferase 1B,-0.49044274,10.73961903,7.566600045,0.008564952,0.138597671
ENSMUSG00000023094,76467,Msrb2,methionine sulfoxide reductase B2,-0.492148445,4.209689993,7.554740599,0.008613125,0.138770414
ENSMUSG00000005683,12974,Cs,citrate synthase,-0.313028428,6.129774006,7.548416647,0.00863893,0.138770414
ENSMUSG00000053559,207818,Smagp,small cell adhesion glycoprotein,0.388981086,5.311592222,7.545446644,0.008651078,0.138770414
ENSMUSG00000037894,51788,H2afz,"H2A histone family, member Z",-0.471292916,6.794645266,7.548938996,0.008663963,0.138770414
ENSMUSG00000057465,20209,Saa2,serum amyloid A 2,-1.038870737,6.518742631,7.698981511,0.008681859,0.138770414
ENSMUSG00000022307,170719,Oxr1,oxidation resistance 1,0.29768998,5.245754002,7.537613629,0.008683203,0.138770414
ENSMUSG00000071177,20703,Serpina1d,"serine (or cysteine) peptidase inhibitor, clade A, member 1D",0.467222767,12.3344961,7.532411359,0.008704609,0.138770414
ENSMUSG00000022994,11512,Adcy6,adenylate cyclase 6,-0.559896333,3.745099777,7.529031912,0.008718545,0.138770414
ENSMUSG00000057234,76894,Mettl15,methyltransferase like 15,-0.834173655,2.26634116,7.527857049,0.008723395,0.138770414
ENSMUSG00000004558,29811,Ndrg2,N-myc downstream regulated gene 2,0.448356489,10.19525352,7.525949128,0.008731278,0.138770414
ENSMUSG00000020027,216233,Socs2,suppressor of cytokine signaling 2,1.009684138,4.869057872,7.662747029,0.008765321,0.138770414
ENSMUSG00000030232,11569,Aebp2,AE binding protein 2,-0.453826147,4.438911066,7.517453036,0.008766472,0.138770414
ENSMUSG00000002455,68879,Prpf6,pre-mRNA splicing factor 6,0.399699597,5.379148636,7.517237374,0.008767367,0.138770414
ENSMUSG00000026614,226781,Slc30a10,"solute carrier family 30, member 10",0.671257084,4.80042961,7.577358496,0.00877595,0.138770414
ENSMUSG00000029346,70118,Srrd,SRR1 domain containing,0.611893927,3.017959718,7.51418698,0.008780042,0.138770414
ENSMUSG00000021779,21834,Thrb,thyroid hormone receptor beta,0.300095894,5.206844801,7.512549602,0.008786853,0.138770414
ENSMUSG00000036073,14430,Galt,galactose-1-phosphate uridyl transferase,0.312760685,5.085028374,7.510627925,0.008794854,0.138770414
ENSMUSG00000030527,70461,Crtc3,CREB regulated transcription coactivator 3,0.455047385,3.934045661,7.501522788,0.008832869,0.138855117
ENSMUSG00000018459,114644,Slc13a3,"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3",-0.802655524,4.207959859,7.580507816,0.008837359,0.138855117
ENSMUSG00000024818,107375,Slc25a45,"solute carrier family 25, member 45",0.367779105,4.662836631,7.500074398,0.008838933,0.138855117
ENSMUSG00000019942,12534,Cdk1,cyclin-dependent kinase 1,-1.526886189,2.493063701,7.596335763,0.00891357,0.139492675
ENSMUSG00000030590,73833,Fam98c,"family with sequence similarity 98, member C",0.556324787,3.988800698,7.481868833,0.008915526,0.139492675
ENSMUSG00000027951,56417,Adar,"adenosine deaminase, RNA-specific",0.397417454,3.796841004,7.472691609,0.008954403,0.139492675
ENSMUSG00000029373,56744,Pf4,platelet factor 4,-0.984229758,2.072969541,7.470334592,0.008964417,0.139492675
ENSMUSG00000046811,216871,Gltpd2,glycolipid transfer protein domain containing 2,0.350499495,5.53797877,7.470032119,0.008965703,0.139492675
ENSMUSG00000039217,16173,Il18,interleukin 18,0.396014901,3.930745044,7.469447553,0.008968188,0.139492675
ENSMUSG00000025574,21877,Tk1,thymidine kinase 1,0.545498752,4.115074813,7.468961312,0.008970257,0.139492675
ENSMUSG00000074115,20208,Saa1,serum amyloid A 1,-0.854718536,7.210954426,7.603139314,0.008985426,0.139526934
ENSMUSG00000041720,224020,Pi4ka,phosphatidylinositol 4-kinase alpha,-0.438338215,4.63419379,7.453817346,0.009034927,0.140093443
ENSMUSG00000009614,192166,Sardh,sarcosine dehydrogenase,0.425378911,8.800780153,7.424006373,0.009163685,0.141885495
ENSMUSG00000035877,320799,Zhx3,zinc fingers and homeoboxes 3,0.398423256,5.589385868,7.41233447,0.009214629,0.142469287
ENSMUSG00000071655,225896,Ubxn1,UBX domain protein 1,0.349213778,7.337681811,7.408718728,0.009230472,0.142509477
ENSMUSG00000091264,108934,Smim13,small integral membrane protein 13,0.355128494,4.355449895,7.398385295,0.009275908,0.142700598
ENSMUSG00000036398,76497,Ppp1r11,"protein phosphatase 1, regulatory inhibitor subunit 11",0.350673005,4.807361843,7.397584688,0.009279438,0.142700598
ENSMUSG00000031877,72361,Ces2g,carboxylesterase 2G,-0.455706258,4.909124724,7.396860341,0.009282633,0.142700598
ENSMUSG00000054733,110265,Msra,methionine sulfoxide reductase A,-0.288065903,7.176024964,7.389337832,0.009315886,0.143007482
ENSMUSG00000031644,18004,Nek1,NIMA (never in mitosis gene a)-related expressed kinase 1,0.503428248,3.761163799,7.384981552,0.0093352,0.143099836
ENSMUSG00000041779,170829,Tram2,translocating chain-associating membrane protein 2,0.418204286,3.934918765,7.379426456,0.009359891,0.143244324
ENSMUSG00000095440,668225,Fignl2,fidgetin-like 2,0.445284663,3.41713002,7.376876479,0.009371248,0.143244324
ENSMUSG00000024070,75292,Prkd3,protein kinase D3,0.379387982,7.053395737,7.369136802,0.00940581,0.143568687
ENSMUSG00000029445,15445,Hpd,4-hydroxyphenylpyruvic acid dioxygenase,0.640257407,9.393450453,7.390405125,0.009628465,0.146591869
ENSMUSG00000051285,319263,Pcmtd1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1,0.278558277,8.207317686,7.319412771,0.009631117,0.146591869
ENSMUSG00000020282,13650,Rhbdf1,rhomboid 5 homolog 1,-0.854781449,2.707768429,7.282359336,0.009802746,0.148993433
ENSMUSG00000049086,107771,Bmyc,brain expressed myelocytomatosis oncogene,-0.778456222,2.660750349,7.272144033,0.009850633,0.149377584
ENSMUSG00000057637,110593,Prdm2,"PR domain containing 2, with ZNF domain",0.524726355,4.169435722,7.271048598,0.009855783,0.149377584
ENSMUSG00000025246,21372,Tbl1x,transducin (beta)-like 1 X-linked,0.448543698,5.490656363,7.263710825,0.009890354,0.149690722
ENSMUSG00000025232,15211,Hexa,hexosaminidase A,-0.435119443,5.191694486,7.255778906,0.00992787,0.14993393
ENSMUSG00000046876,20238,Atxn1,ataxin 1,0.468932188,4.69305808,7.254424777,0.00993429,0.14993393
ENSMUSG00000031767,67528,Nudt7,nudix (nucleoside diphosphate linked moiety X)-type motif 7,0.633089848,7.951183345,7.329032953,0.009950843,0.149973417
ENSMUSG00000039157,98952,Fam102a,"family with sequence similarity 102, member A",-0.688872428,4.652219224,7.300248372,0.01000854,0.150632024
ENSMUSG00000034973,320615,Dop1a,DOP1 leucine zipper like protein A,0.409373503,3.947933524,7.220542423,0.01009637,0.151485092
ENSMUSG00000032440,21813,Tgfbr2,"transforming growth factor, beta receptor II",-0.677072406,3.657482659,7.227658995,0.010106391,0.151485092
ENSMUSG00000069045,26900,Ddx3y,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked",0.270581783,5.916387912,7.218246859,0.010107452,0.151485092
ENSMUSG00000051469,59057,Zfp24,zinc finger protein 24,0.43787222,4.314524973,7.212196454,0.010136725,0.151712511
ENSMUSG00000044734,66222,Serpinb1a,"serine (or cysteine) peptidase inhibitor, clade B, member 1a",0.869103142,3.461567698,7.26898902,0.010154273,0.151764067
ENSMUSG00000037379,100689,Spon2,"spondin 2, extracellular matrix protein",-0.861943162,4.356444159,7.295868207,0.010217156,0.152279117
ENSMUSG00000062624,545288,Cyp2c67,"cytochrome P450, family 2, subfamily c, polypeptide 67",0.445940136,7.057437851,7.194935797,0.010220731,0.152279117
ENSMUSG00000034308,74032,Sdr42e1,"short chain dehydrogenase/reductase family 42E, member 1",0.47634425,6.398056861,7.204750681,0.010232985,0.152279117
ENSMUSG00000038534,71240,Osbpl7,oxysterol binding protein-like 7,-0.987469316,1.570319882,7.189908353,0.010245338,0.152279117
ENSMUSG00000009073,18016,Nf2,neurofibromin 2,0.374504664,3.852119009,7.182052437,0.010283916,0.152641681
ENSMUSG00000039910,17684,Cited2,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2",0.534272197,4.31929603,7.175486767,0.010316277,0.152911092
ENSMUSG00000000753,20317,Serpinf1,"serine (or cysteine) peptidase inhibitor, clade F, member 1",0.248546187,7.834180991,7.165279458,0.010366802,0.153448631
ENSMUSG00000015217,15354,Hmgb3,high mobility group box 3,-0.56540883,4.609089357,7.172538807,0.010397401,0.153690161
ENSMUSG00000035686,21835,Thrsp,thyroid hormone responsive,-0.980196347,7.444772978,7.299096553,0.010422297,0.153842242
ENSMUSG00000037210,231128,Fam193a,"family with sequence homology 193, member A",0.412297818,5.146709023,7.151328929,0.010436283,0.153842242
ENSMUSG00000096145,27973,Vkorc1,"vitamin K epoxide reductase complex, subunit 1",0.357182422,7.28986704,7.136179133,0.010512299,0.154750817
ENSMUSG00000030774,18479,Pak1,p21 (RAC1) activated kinase 1,-1.213408595,1.629924728,7.126745835,0.01055993,0.155239621
ENSMUSG00000024155,75178,Meiob,meiosis specific with OB domains,0.770567217,3.521230514,7.14041115,0.010656301,0.156315123
ENSMUSG00000026605,108000,Cenpf,centromere protein F,-1.110813455,1.789764399,7.106654994,0.010662141,0.156315123
ENSMUSG00000045658,98496,Pid1,phosphotyrosine interaction domain containing 1,0.274073544,6.090364406,7.1007436,0.010692415,0.156545691
ENSMUSG00000066036,69116,Ubr4,ubiquitin protein ligase E3 component n-recognin 4,0.336185471,6.751452392,7.083588791,0.010780792,0.157625133
ENSMUSG00000043090,330788,Zfp866,zinc finger protein 866,0.804756798,2.200373289,7.07501104,0.010825273,0.158060737
ENSMUSG00000042419,18038,Nfkbil1,nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor like 1,1.07939317,1.598141011,7.063743627,0.010884,0.158591478
ENSMUSG00000026014,77300,Raph1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,0.236056119,6.59236248,7.062386211,0.010891098,0.158591478
ENSMUSG00000035184,629059,Fam124a,"family with sequence similarity 124, member A",-0.632142342,3.551034107,7.042458712,0.010995868,0.159624544
ENSMUSG00000027243,241547,Harbi1,harbinger transposase derived 1,0.464685368,3.30589645,7.039157073,0.01101333,0.159624544
ENSMUSG00000033860,99571,Fgg,fibrinogen gamma chain,0.393376617,10.86965586,7.036851267,0.011025543,0.159624544
ENSMUSG00000055991,22757,Zkscan5,zinc finger with KRAB and SCAN domains 5,0.546603127,2.532944835,7.034133816,0.011039954,0.159624544
ENSMUSG00000020994,18949,Pnn,pinin,0.369146364,4.750352376,7.03329279,0.011044418,0.159624544
ENSMUSG00000022723,224273,Crybg3,beta-gamma crystallin domain containing 3,0.581377619,2.797372174,7.032045255,0.011051044,0.159624544
ENSMUSG00000030382,26459,Slc27a5,"solute carrier family 27 (fatty acid transporter), member 5",0.389576025,8.649996982,7.026509204,0.011080497,0.159835431
ENSMUSG00000071662,67710,Polr2g,polymerase (RNA) II (DNA directed) polypeptide G,-0.321640545,4.24367454,7.00871283,0.011175747,0.160660091
ENSMUSG00000030610,76375,Det1,de-etiolated homolog 1 (Arabidopsis),-0.502500775,3.186400977,7.007896332,0.011180138,0.160660091
ENSMUSG00000036202,51869,Rif1,replication timing regulatory factor 1,0.434960483,5.102715319,7.00746547,0.011182456,0.160660091
ENSMUSG00000029474,80751,Rnf34,ring finger protein 34,-0.75420116,2.621928765,7.004033719,0.011200935,0.160711021
ENSMUSG00000029270,67266,Dipk1a,divergent protein kinase domain 1A,0.627062092,2.965878452,6.986354646,0.011296652,0.161745082
ENSMUSG00000025792,27376,Slc25a10,"solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10",-0.357033028,7.074599369,6.981520684,0.011322975,0.161745082
ENSMUSG00000028779,67898,Pef1,penta-EF hand domain containing 1,-0.326799192,5.252263476,6.977728044,0.011343674,0.161745082
ENSMUSG00000027598,16396,Itch,"itchy, E3 ubiquitin protein ligase",0.411576022,4.512490781,6.975505257,0.011355824,0.161745082
ENSMUSG00000039298,214444,Cdk5rap2,CDK5 regulatory subunit associated protein 2,0.62798111,2.273583542,6.973856539,0.011364844,0.161745082
ENSMUSG00000032000,11796,Birc3,baculoviral IAP repeat-containing 3,-0.672655192,2.814006867,6.971560556,0.011377419,0.161745082
ENSMUSG00000027698,320024,Nceh1,neutral cholesterol ester hydrolase 1,-0.404937191,5.189781443,6.971414441,0.01137822,0.161745082
ENSMUSG00000021413,19134,Prpf4b,pre-mRNA processing factor 4B,0.450896337,6.168014428,6.967076687,0.011409379,0.161974052
ENSMUSG00000046722,57912,Cdc42se1,CDC42 small effector 1,-0.567674975,3.980198086,6.942778986,0.011536321,0.163448401
ENSMUSG00000040660,13094,Cyp2b9,"cytochrome P450, family 2, subfamily b, polypeptide 9",-1.30196543,5.89323739,7.088255781,0.01154361,0.163448401
ENSMUSG00000035385,20296,Ccl2,chemokine (C-C motif) ligand 2,-1.401976983,1.627430521,6.957495799,0.011569361,0.163489376
ENSMUSG00000024526,12683,Cidea,"cell death-inducing DNA fragmentation factor, alpha subunit-like effector A",-1.706924966,3.819689737,7.080067234,0.011587567,0.163489376
ENSMUSG00000075705,27361,Msrb1,methionine sulfoxide reductase B1,0.292531887,8.663764522,6.932491099,0.011593692,0.163489376
ENSMUSG00000005718,83383,Tfap4,transcription factor AP4,0.704062997,1.940255416,6.930063457,0.011607275,0.163489376
ENSMUSG00000024887,54447,Asah2,N-acylsphingosine amidohydrolase 2,-0.415289233,4.384804548,6.91943573,0.011666936,0.164114897
ENSMUSG00000028633,51797,Ctps,cytidine 5'-triphosphate synthase,-0.725945392,1.984740202,6.915395893,0.0116897,0.164220447
ENSMUSG00000029821,54722,Gsdme,gasdermin E,-1.13766399,0.760755033,6.910004619,0.011720153,0.164402742
ENSMUSG00000021488,18193,Nsd1,nuclear receptor-binding SET-domain protein 1,0.251629122,5.679738915,6.907693927,0.011733232,0.164402742
ENSMUSG00000066154,17842,Mup3,major urinary protein 3,0.830008077,12.62586202,6.990835721,0.01181792,0.165374038
ENSMUSG00000024426,73242,Atat1,alpha tubulin acetyltransferase 1,0.505862619,3.805536974,6.888411571,0.011842976,0.165509434
