"","gene.id","entrez","symbol","gene.name","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000021336","ENSMUSG00000021336","319848","Slc17a4","solute carrier family 17 (sodium phosphate), member 4",-0.543552022700471,5.47604393911343,10.3807695694789,0.00230463016132759,0.0451707511620207
"ENSMUSG00000029163","ENSMUSG00000029163","100952","Emilin1","elastin microfibril interfacer 1",-0.902705920468229,3.4131071996203,10.3664095942615,0.00231934833814816,0.0453684904468103
"ENSMUSG00000027048","ENSMUSG00000027048","27413","Abcb11","ATP-binding cassette, sub-family B (MDR/TAP), member 11",0.344440507936283,7.63730815789969,10.3579444653714,0.00232807099052232,0.0454483978229458
"ENSMUSG00000021460","ENSMUSG00000021460","11992","Auh","AU RNA binding protein/enoyl-coenzyme A hydratase",-0.378707314848241,5.31291589330258,10.3508311086694,0.00233542747041132,0.0454669312103077
"ENSMUSG00000009549","ENSMUSG00000009549","20813","Srp14","signal recognition particle 14",-0.471518686053144,5.86638609733305,10.3480605755354,0.00233829931938725,0.0454669312103077
"ENSMUSG00000057738","ENSMUSG00000057738","20740","Sptan1","spectrin alpha, non-erythrocytic 1",-0.584455260809833,5.84048596612935,10.3297241934944,0.00235740029306795,0.0457153001148265
"ENSMUSG00000029571","ENSMUSG00000029571","71900","Tmem106b","transmembrane protein 106B",-0.401705301665463,7.85077956687641,10.3268566601893,0.00236040223041859,0.0457153001148265
"ENSMUSG00000072568","ENSMUSG00000072568","399603","Lratd2","LRAT domain containing 1",-0.932778639787721,3.07275258391742,10.3200757045975,0.0023675170507703,0.0457501592058059
"ENSMUSG00000021876","ENSMUSG00000021876","58809","Rnase4","ribonuclease, RNase A family 4",0.539878843198614,9.54078885801617,10.316252107295,0.00237153886495402,0.0457501592058059
"ENSMUSG00000006715","ENSMUSG00000006715","57441","Gmnn","geminin",-0.787113449390799,2.89007876110121,10.3035374427096,0.00238496451166163,0.0458470371893411
"ENSMUSG00000091537","ENSMUSG00000091537","66167","Tma7","translational machinery associated 7",-0.426772856748142,6.59152088604962,10.2920823931509,0.00239712868997088,0.0458470371893411
"ENSMUSG00000063524","ENSMUSG00000063524","13806","Eno1","enolase 1, alpha non-neuron",-0.5454143041579,7.70767736893359,10.2969977679324,0.0023983709130235,0.0458470371893411
"ENSMUSG00000006818","ENSMUSG00000006818","20656","Sod2","superoxide dismutase 2, mitochondrial",-0.344288193270019,7.69900235201484,10.2897760902061,0.00239958566145189,0.0458470371893411
"ENSMUSG00000030652","ENSMUSG00000030652","12850","Coq7","demethyl-Q 7",-0.52818659121863,5.0391003628717,10.2894323839933,0.00239995204878898,0.0458470371893411
"ENSMUSG00000022210","ENSMUSG00000022210","28200","Dhrs4","dehydrogenase/reductase (SDR family) member 4",-0.424308837308582,7.57155986610786,10.2807996526131,0.00240917381263351,0.0459185560572509
"ENSMUSG00000030682","ENSMUSG00000030682","52858","Cdipt","CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase)",-0.49472089839092,4.97855050012459,10.2771656086486,0.00241306697647798,0.0459185560572509
"ENSMUSG00000040660","ENSMUSG00000040660","13094","Cyp2b9","cytochrome P450, family 2, subfamily b, polypeptide 9",-1.5133345365506,5.9270681304841,10.6601839615278,0.00242308475311831,0.0460198267065106
"ENSMUSG00000000290","ENSMUSG00000000290","16414","Itgb2","integrin beta 2",-1.32949042168654,2.62229019349916,10.2814338495697,0.00244180824008102,0.0462857267945726
"ENSMUSG00000000628","ENSMUSG00000000628","15277","Hk2","hexokinase 2",-1.74069370475793,2.53443225789806,10.4104073913103,0.00246025936339538,0.0463760055646983
"ENSMUSG00000028995","ENSMUSG00000028995","84652","Fam126a","family with sequence similarity 126, member A",-0.747297381769137,4.38269443205046,10.2367867145224,0.0024624720691661,0.0463760055646983
"ENSMUSG00000019782","ENSMUSG00000019782","66521","Rwdd1","RWD domain containing 1",-0.366531829791909,5.80173116689593,10.2302962965118,0.00246387663440348,0.0463760055646983
"ENSMUSG00000008475","ENSMUSG00000008475","67771","Arpc5","actin related protein 2/3 complex, subunit 5",-0.462919902013351,6.22146156872582,10.2288157650785,0.00246549988767427,0.0463760055646983
"ENSMUSG00000012519","ENSMUSG00000012519","74568","Mlkl","mixed lineage kinase domain-like",-1.51486924010403,1.82380969780868,10.2153747528313,0.00248028826210653,0.0465647987905058
"ENSMUSG00000050103","ENSMUSG00000050103","319660","Agmo","alkylglycerol monooxygenase",-0.528674660356026,5.44000395895579,10.1897105039596,0.00250878541332933,0.0469070628479419
"ENSMUSG00000007415","ENSMUSG00000007415","67210","Gatad1","GATA zinc finger domain containing 1",-0.417692924471168,5.86886849332999,10.1889964488296,0.002509583204687,0.0469070628479419
"ENSMUSG00000037606","ENSMUSG00000037606","79196","Osbpl5","oxysterol binding protein-like 5",-1.435969935275,2.03932082173401,10.1827341574719,0.00251659133113699,0.0469070628479419
"ENSMUSG00000090958","ENSMUSG00000090958","434215","Lrrc32","leucine rich repeat containing 32",-0.814943833988574,3.68282436177066,10.1817765535901,0.00251766480183852,0.0469070628479419
"ENSMUSG00000004341","ENSMUSG00000004341","75512","Gpx6","glutathione peroxidase 6",1.58534253465506,1.93777158248659,10.1663982240245,0.00253497011828864,0.047072107895938
"ENSMUSG00000021365","ENSMUSG00000021365","18003","Nedd9","neural precursor cell expressed, developmentally down-regulated gene 9",-1.27271236199351,2.44849631388868,10.1653715503362,0.00253612989480156,0.047072107895938
"ENSMUSG00000008398","ENSMUSG00000008398","13713","Elk3","ELK3, member of ETS oncogene family",-0.709363356110847,3.05557148610281,10.1508553598132,0.00255258801913445,0.0472858939525624
"ENSMUSG00000036402","ENSMUSG00000036402","14701","Gng12","guanine nucleotide binding protein (G protein), gamma 12",-0.46006795946878,5.58306030658183,10.1433065020092,0.00256119119529642,0.0472858939525624
"ENSMUSG00000029370","ENSMUSG00000029370","73246","Rassf6","Ras association (RalGDS/AF-6) domain family member 6",-1.02518709842426,2.72764686333643,10.1407061498105,0.00256416180041184,0.0472858939525624
"ENSMUSG00000024754","ENSMUSG00000024754","83921","Cemip2","cell migration inducing hyaluronidase 2",-0.564663512123803,5.35855932446129,10.1382696408812,0.00256694852885339,0.0472858939525624
"ENSMUSG00000048856","ENSMUSG00000048856","104910","Slc25a47","solute carrier family 25, member 47",-0.54647630589784,8.98970328982887,10.1378770916007,0.00257988103299342,0.047434960831774
"ENSMUSG00000024132","ENSMUSG00000024132","13177","Eci1","enoyl-Coenzyme A delta isomerase 1",-0.385665035197718,6.33453051311862,10.0967871127632,0.00261488669807446,0.0479116542896872
"ENSMUSG00000019851","ENSMUSG00000019851","64058","Perp","PERP, TP53 apoptosis effector",-0.451976875315218,6.15792732473168,10.096188609017,0.0026155852086717,0.0479116542896872
"ENSMUSG00000068587","ENSMUSG00000068587","232714","Mgam","maltase-glucoamylase",-0.350510934986975,6.05547887062029,10.086258793759,0.0026272029898007,0.0480346815299382
"ENSMUSG00000028494","ENSMUSG00000028494","11520","Plin2","perilipin 2",-0.531635048924187,9.8818649283945,10.0812757523629,0.00263305358193955,0.0480507190070036
"ENSMUSG00000020099","ENSMUSG00000020099","107449","Unc5b","unc-5 netrin receptor B",-1.36342714280345,3.68509444673984,10.3420851956214,0.00263788641079265,0.0480507190070036
"ENSMUSG00000036712","ENSMUSG00000036712","74256","Cyld","CYLD lysine 63 deubiquitinase",-0.473282580655447,4.32831045219677,10.0713726718722,0.00264472160096525,0.0480858472902772
"ENSMUSG00000020400","ENSMUSG00000020400","57783","Tnip1","TNFAIP3 interacting protein 1",-0.89993972609807,3.63531866938864,10.0752092720182,0.00265577422625497,0.0481973841061086
"ENSMUSG00000039157","ENSMUSG00000039157","98952","Fam102a","family with sequence similarity 102, member A",-0.900277692470891,4.73007377505311,10.2239643714471,0.00266083607487364,0.0481999880476186
"ENSMUSG00000020649","ENSMUSG00000020649","20135","Rrm2","ribonucleotide reductase M2",-1.05498990634821,2.28089599502839,10.0510379329301,0.00266885161662493,0.0482241406126463
"ENSMUSG00000039168","ENSMUSG00000039168","223453","Dap","death-associated protein",-0.353954014028266,7.94612259926146,10.0483897820789,0.00267201105639459,0.0482241406126463
"ENSMUSG00000062753","ENSMUSG00000062753","106672","AI413582","expressed sequence AI413582",-0.802157995195067,3.19091985354607,10.02555918073,0.00269941373405063,0.0484991240643404
"ENSMUSG00000038462","ENSMUSG00000038462","66694","Uqcrfs1","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1",-0.646109079262452,7.38931774506063,10.1287175367947,0.0027131136508864,0.0484991240643404
"ENSMUSG00000031176","ENSMUSG00000031176","67117","Dynlt3","dynein light chain Tctex-type 3",-0.387965824540674,6.96078598724183,10.0119851683967,0.00271584638531812,0.0484991240643404
"ENSMUSG00000033174","ENSMUSG00000033174","23945","Mgll","monoglyceride lipase",-0.494081703473784,8.73498872937018,10.0086760512528,0.00271986835699249,0.0484991240643404
"ENSMUSG00000027293","ENSMUSG00000027293","98878","Ehd4","EH-domain containing 4",-0.862045211859795,3.87697725690341,10.0274055453219,0.0027254157519396,0.0484991240643404
"ENSMUSG00000026605","ENSMUSG00000026605","108000","Cenpf","centromere protein F",-1.46654148312568,1.98913073767308,10.001577720472,0.0027285170163354,0.0484991240643404
"ENSMUSG00000025858","ENSMUSG00000025858","67604","Get4","golgi to ER traffic protein 4",-0.535070354054868,4.59827169810751,10.0009381584567,0.00272929768601933,0.0484991240643404
"ENSMUSG00000075706","ENSMUSG00000075706","625249","Gpx4","glutathione peroxidase 4",-0.785754733691052,7.99045919990242,10.2432208111933,0.00273532253063221,0.0484991240643404
"ENSMUSG00000038188","ENSMUSG00000038188","380713","Scarf1","scavenger receptor class F, member 1",-1.20554945762219,2.32185396273761,9.98914135388037,0.0027437395480933,0.0484991240643404
"ENSMUSG00000074183","ENSMUSG00000074183","14857","Gsta1","glutathione S-transferase, alpha 1 (Ya)",-2.20301947775446,5.19426997254801,10.3674040340365,0.00274613082320335,0.0484991240643404
"ENSMUSG00000021361","ENSMUSG00000021361","66154","Tmem14c","transmembrane protein 14C",-0.36640956849423,7.83363770998073,9.98224263094816,0.00275222240337587,0.0484991240643404
"ENSMUSG00000000538","ENSMUSG00000000538","216810","Tom1l2","target of myb1-like 2 (chicken)",-0.588180635242395,4.6833055430262,9.97819049303678,0.00275721790756306,0.0484991240643404
"ENSMUSG00000049090","ENSMUSG00000049090","225791","Zadh2","zinc binding alcohol dehydrogenase, domain containing 2",-0.473394200410008,5.28772574204306,9.97735077774911,0.00275825430972973,0.0484991240643404
"ENSMUSG00000021476","ENSMUSG00000021476","56541","Habp4","hyaluronic acid binding protein 4",-0.378746552315441,6.24785480660921,9.97534186136757,0.00276073544251044,0.0484991240643404
"ENSMUSG00000015451","ENSMUSG00000015451","625018","C4a","complement component 4A (Rodgers blood group)",-0.391055622457421,6.92911990227296,9.96972888280679,0.00276768028922176,0.0484991240643404
"ENSMUSG00000026950","ENSMUSG00000026950","17996","Neb","nebulin",0.74430076305812,5.04157111003862,10.0464815966094,0.00277087669479592,0.0484991240643404
"ENSMUSG00000032440","ENSMUSG00000032440","21813","Tgfbr2","transforming growth factor, beta receptor II",-0.935611816941014,3.64882170797468,10.0040468504242,0.00277276542767208,0.0484991240643404
"ENSMUSG00000059355","ENSMUSG00000059355","414077","Wdr83os","WD repeat domain 83 opposite strand",-0.483417360532467,5.11715676122143,9.96276080927199,0.00277632740817296,0.0484991240643404
"ENSMUSG00000029482","ENSMUSG00000029482","78894","Aacs","acetoacetyl-CoA synthetase",-1.12537390096814,4.81158616397213,10.2438437602086,0.00279034790448556,0.0486573122134492
"ENSMUSG00000032369","ENSMUSG00000032369","22038","Plscr1","phospholipid scramblase 1",-1.58792482203916,3.43492415080433,10.2350522317439,0.0027995031334669,0.0487302499253564
"ENSMUSG00000055067","ENSMUSG00000055067","69726","Smyd3","SET and MYND domain containing 3",-0.991239929986158,2.52169465038531,9.9132875293048,0.00283854691816322,0.0493222691453893
"ENSMUSG00000035186","ENSMUSG00000035186","24108","Ubd","ubiquitin D",-2.70625831243645,3.19097509734766,10.2600573889214,0.00286242725675061,0.0496491807365593
"ENSMUSG00000029084","ENSMUSG00000029084","12494","Cd38","CD38 antigen",-1.00112271051421,3.07316773031713,9.88247728035342,0.00287803659816292,0.0498007086448839
"ENSMUSG00000062526","ENSMUSG00000062526","225651","Mppe1","metallophosphoesterase 1",-0.602556971310549,3.88371966541501,9.87893381309275,0.00288261528522656,0.0498007086448839
"ENSMUSG00000029994","ENSMUSG00000029994","11746","Anxa4","annexin A4",-0.535260364139862,4.74670394352127,9.87600278098985,0.00288640841941776,0.0498007086448839
"ENSMUSG00000064326","ENSMUSG00000064326","30954","Siva1","SIVA1, apoptosis-inducing factor",-0.594836548921166,3.66582666014424,9.85894578124066,0.00290858707259849,0.0500951727793765
"ENSMUSG00000038576","ENSMUSG00000038576","96935","Susd4","sushi domain containing 4",1.13789733353641,4.02568802485539,10.0780707231141,0.00292084167198409,0.0502146017857866
"ENSMUSG00000030556","ENSMUSG00000030556","67867","Lrrc28","leucine rich repeat containing 28",-0.541128744150417,4.57530557939745,9.84582553734312,0.00292576914486573,0.0502146017857866
"ENSMUSG00000039662","ENSMUSG00000039662","57295","Icmt","isoprenylcysteine carboxyl methyltransferase",-0.613618725198694,3.90118436273193,9.82246091178641,0.00295663267707414,0.0505946458695554
"ENSMUSG00000079494","ENSMUSG00000079494","69049","Nat8f5","N-acetyltransferase 8 (GCN5-related) family member 5",-1.21714275839157,2.28867202677622,9.82125270446114,0.00295823796767911,0.0505946458695554
"ENSMUSG00000027397","ENSMUSG00000027397","20515","Slc20a1","solute carrier family 20, member 1",-1.01468837442635,5.08306232444339,10.0563899257229,0.00298876465270388,0.0510276891925053
"ENSMUSG00000046314","ENSMUSG00000046314","217517","Stxbp6","syntaxin binding protein 6 (amisyn)",-0.795062323264832,3.1461592725475,9.78346872414895,0.00300890654706156,0.0512639691572256
"ENSMUSG00000001506","ENSMUSG00000001506","12842","Col1a1","collagen, type I, alpha 1",-2.22799458755247,4.97896976061032,10.1460307386886,0.00301306594230224,0.0512639691572256
"ENSMUSG00000028557","ENSMUSG00000028557","29864","Rnf11","ring finger protein 11",-0.670641636390467,6.57633250813384,9.85539739060842,0.00307368709803904,0.0519840676537285
"ENSMUSG00000006058","ENSMUSG00000006058","27681","Snf8","SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae)",-0.410582228695529,5.12651389959569,9.73257295231899,0.00307860956130543,0.0519840676537285
"ENSMUSG00000028879","ENSMUSG00000028879","100226","Stx12","syntaxin 12",-0.491744118257539,4.44073623780993,9.73158660107804,0.00307997709819755,0.0519840676537285
"ENSMUSG00000105987","ENSMUSG00000105987","433855","AI506816","expressed sequence AI506816",-2.33301214836662,1.83573890117114,9.89101811846058,0.00308190966092404,0.0519840676537285
"ENSMUSG00000005054","ENSMUSG00000005054","13014","Cstb","cystatin B",-0.933252446770047,5.96003202760451,9.99423488958179,0.00308871269215216,0.0519840676537285
"ENSMUSG00000041237","ENSMUSG00000041237","18770","Pklr","pyruvate kinase liver and red blood cell",-0.594469812254103,6.43741609923501,9.76279077860915,0.00309157288487656,0.0519840676537285
"ENSMUSG00000024525","ENSMUSG00000024525","114663","Impa2","inositol (myo)-1(or 4)-monophosphatase 2",-0.971486918197149,2.82980430669658,9.71770367917421,0.00309929334669596,0.0519840676537285
"ENSMUSG00000022437","ENSMUSG00000022437","68653","Samm50","SAMM50 sorting and assembly machinery component",-0.518374984491217,6.25652600650181,9.71622260893451,0.00310136159036168,0.0519840676537285
"ENSMUSG00000031875","ENSMUSG00000031875","68119","Cmtm3","CKLF-like MARVEL transmembrane domain containing 3",-0.852509476327677,2.839003821591,9.71495666883832,0.00310313056912563,0.0519840676537285
"ENSMUSG00000024222","ENSMUSG00000024222","14229","Fkbp5","FK506 binding protein 5",-0.769877667591393,4.01682549465167,9.70136329862532,0.00312219266583746,0.0521238798015363
"ENSMUSG00000023307","ENSMUSG00000023307","69104","March5","membrane-associated ring finger (C3HC4) 5",-0.316392994801423,6.32054619841313,9.69865654620206,0.0031260030922859,0.0521238798015363
"ENSMUSG00000041736","ENSMUSG00000041736","12257","Tspo","translocator protein",-0.446571921064474,6.30517842004238,9.69764185360931,0.00312743278809218,0.0521238798015363
"ENSMUSG00000018965","ENSMUSG00000018965","22629","Ywhah","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide",-0.612555992291006,5.29901658382497,9.67401824382394,0.00316091402531258,0.0525167643612182
"ENSMUSG00000027940","ENSMUSG00000027940","59069","Tpm3","tropomyosin 3, gamma",-0.450544924422334,6.87987958755489,9.67345032151922,0.00316172356868558,0.0525167643612182
"ENSMUSG00000015711","ENSMUSG00000015711","229589","Prune1","prune exopolyphosphatase",-0.721685630593763,4.99010113461354,9.71047258185362,0.00318589221372665,0.0528286695338767
